,Name,Genre,Year,Imdb Rating,Director,Votes,Gross,malesRating,malesCount,femalesRating,femalesCount
1243,Kung Fu Panda,Comedy,2008,7.6,Mark Osborne,458917,215.43,7.6,268530,7.5,65180
1244,Stranger Than Fiction,Comedy,2006,7.6,Marc Forster,227587,40.14,7.6,151238,7.6,36744
1245,Kontroll,Comedy,2003,7.6,Nimród Antal,25568,0.24,7.5,17637,7.9,3280
1246,The Station Agent,Comedy,2003,7.6,Tom McCarthy,70292,5.74,7.6,46319,7.7,10353
1247,Love Actually,Comedy,2003,7.6,Richard Curtis,475639,59.7,7.5,220214,7.9,132549
1248,The Royal Tenenbaums,Comedy,2001,7.6,Wes Anderson,288718,52.36,7.5,168743,7.7,47439
1249,Kuch Kuch Hota Hai,Comedy,1998,7.6,Karan Johar,51941,2.1,7.4,31739,7.9,5720
1250,The Godfather,Crime,1972,9.2,Francis Ford Coppola,1797395,134.97,9.2,1062305,8.9,164294
1251,Aynabaji,Crime,2016,9.0,Amitabh Reza Chowdhury,26047,76.86,8.8,13464,8.9,935
1252,The Dark Knight,Crime,2008,9.0,Christopher Nolan,2573389,534.86,9.0,1480017,8.7,265210
1253,The Godfather Part II,Crime,1974,9.0,Francis Ford Coppola,1238306,57.3,9.0,753213,8.8,104523
1254,12 Angry Men,Crime,1957,9.0,Sidney Lumet,768699,4.36,9.0,448814,8.9,76090
1255,Jai Bhim,Crime,2021,8.9,T.J. Gnanavel,191116,76.86,8.4,36079,7.6,1597
1256,Pulp Fiction,Crime,1994,8.9,Quentin Tarantino,1994447,107.93,9.0,1145930,8.5,220222
1257,Goodfellas,Crime,1990,8.7,Martin Scorsese,1125242,46.84,8.7,694755,8.4,90545
1258,Cidade de Deus,Crime,2002,8.6,Fernando Meirelles,743992,7.56,8.6,490510,8.4,70549
1259,The Green Mile,Crime,1999,8.6,Frank Darabont,1264953,136.8,8.6,708544,8.7,166806
1260,Se7en,Crime,1995,8.6,David Fincher,1597357,100.13,8.7,906130,8.5,191168
1261,The Silence of the Lambs,Crime,1991,8.6,Jonathan Demme,1392892,130.74,8.6,770459,8.6,188564
1262,Kaithi,Crime,2019,8.5,Lokesh Kanagaraj,25049,76.86,8.2,8767,8.1,271
1263,K.G.F: Chapter 2,Crime,2022,8.5,Prashanth Neel,108923,76.86,7.9,17419,7.3,556
1264,Sardar Udham,Crime,2021,8.5,Shoojit Sircar,39918,76.86,8.2,11660,7.6,654
1265,The Departed,Crime,2006,8.5,Martin Scorsese,1293248,132.38,8.5,796388,8.4,134113
1266,American History X,Crime,1998,8.5,Tony Kaye,1100852,6.72,8.5,679230,8.6,128978
1267,The Usual Suspects,Crime,1995,8.5,Bryan Singer,1065020,23.34,8.5,659962,8.4,102749
1268,Léon,Crime,1994,8.5,Luc Besson,1132535,19.5,8.5,667635,8.6,131644
1269,Joker,Crime,2019,8.4,Todd Phillips,1206084,335.45,8.3,552885,8.4,112024
1270,Drishyam 2,Crime,2021,8.4,Jeethu Joseph,35228,76.86,8.2,12372,7.6,683
1271,Tengoku to jigoku,Crime,1963,8.4,Akira Kurosawa,43356,76.86,8.4,28351,8.2,3573
1272,Witness for the Prosecution,Crime,1957,8.4,Billy Wilder,122716,8.18,8.4,73635,8.5,13992
1273,Ratsasan,Crime,2018,8.3,Ram Kumar,39989,76.86,8.0,16886,7.2,1020
1274,Drishyam,Crime,2013,8.3,Jeethu Joseph,40625,76.86,8.1,23236,7.4,1491
1275,Snatch,Crime,2000,8.3,Guy Ritchie,839877,30.33,8.3,547370,8.1,78611
1276,Heat,Crime,1995,8.3,Michael Mann,637752,67.44,8.3,427053,7.9,39217
1277,Reservoir Dogs,Crime,1992,8.3,Quentin Tarantino,995059,2.83,8.3,614251,8.1,88499
1278,Once Upon a Time in America,Crime,1984,8.3,Sergio Leone,344815,5.32,8.4,227038,8.1,25190
1279,Scarface,Crime,1983,8.3,Brian De Palma,815902,45.6,8.3,521729,8.0,62545
1280,The Sting,Crime,1973,8.3,George Roy Hill,258426,159.6,8.3,164925,8.2,24230
1281,A Clockwork Orange,Crime,1971,8.3,Stanley Kubrick,813500,6.21,8.3,484656,8.1,99854
1282,To Kill a Mockingbird,Crime,1962,8.3,Robert Mulligan,312774,76.86,8.2,178055,8.4,50846
1283,Double Indemnity,Crime,1944,8.3,Billy Wilder,154975,5.72,8.3,94627,8.1,18620
1284,M - Eine Stadt sucht einen Mörder,Crime,1931,8.3,Fritz Lang,155801,0.03,8.3,97603,8.2,17027
1285,Andhadhun,Crime,2018,8.2,Sriram Raghavan,89928,1.37,8.1,47379,7.9,5128
1286,K.G.F: Chapter 1,Crime,2018,8.2,Prashanth Neel,77577,76.86,7.8,26164,7.2,759
1287,Vikram Vedha,Crime,2017,8.2,Gayatri,37700,76.86,8.0,19218,7.3,917
1288,Drishyam,Crime,2015,8.2,Nishikant Kamat,80125,0.74,8.1,45894,7.8,3823
1289,Gangs of Wasseypur,Crime,2012,8.2,Anurag Kashyap,94161,76.86,8.1,58227,6.9,3089
1290,Paan Singh Tomar,Crime,2012,8.2,Tigmanshu Dhulia,36060,0.04,8.1,24706,7.7,1018
1291,Article 15,Crime,2019,8.2,Anubhav Sinha,32896,76.86,8.0,15903,8.2,1109
1292,The Wolf of Wall Street,Crime,2013,8.2,Martin Scorsese,1351425,116.9,8.2,724097,7.8,160188
1293,No Country for Old Men,Crime,2007,8.2,Ethan Coen,946924,74.28,8.2,600405,7.7,84396
1294,Batman Begins,Crime,2005,8.2,Christopher Nolan,1434442,206.85,8.3,867643,8.1,139041
1295,Kill Bill: Vol. 1,Crime,2003,8.2,Quentin Tarantino,1089524,70.1,8.1,646530,8.2,130000
1296,"Lock, Stock and Two Smoking Barrels",Crime,1998,8.2,Guy Ritchie,573218,3.9,8.2,386751,8.1,48550
1297,L.A. Confidential,Crime,1997,8.2,Curtis Hanson,574007,64.62,8.3,374085,8.0,52203
1298,Casino,Crime,1995,8.2,Martin Scorsese,508748,42.44,8.2,333909,7.9,35188
1299,Taxi Driver,Crime,1976,8.2,Martin Scorsese,803286,28.26,8.3,489445,8.0,72360
1300,Z,Crime,1969,8.2,Costa-Gavras,28444,0.08,8.2,19816,8.2,2628
1301,Dial M for Murder,Crime,1954,8.2,Alfred Hitchcock,173189,0.01,8.2,104534,8.2,22220
1302,Rashômon,Crime,1950,8.2,Akira Kurosawa,166166,0.1,8.2,105681,8.1,15282
1303,Pink,Crime,2016,8.1,Aniruddha Roy Chowdhury,44456,1.24,8.0,24256,8.0,2758
1304,"Three Billboards Outside Ebbing, Missouri",Crime,2017,8.1,Martin McDonagh,493024,54.51,8.1,264975,8.2,64884
1305,Talvar,Crime,2015,8.1,Meghna Gulzar,34907,0.34,8.1,21248,7.8,1619
1306,Haider,Crime,2014,8.1,Vishal Bhardwaj,54681,0.9,8.0,34862,7.9,2976
1307,The Grand Budapest Hotel,Crime,2014,8.1,Wes Anderson,786334,59.1,8.1,425405,8.1,122596
1308,Spotlight,Crime,2015,8.1,Tom McCarthy,461462,45.06,8.0,255361,8.1,64359
1309,Prisoners,Crime,2013,8.1,Denis Villeneuve,685506,61.0,8.1,398011,8.0,79396
1310,A Wednesday,Crime,2008,8.1,Neeraj Pandey,78121,76.86,8.0,49985,7.4,3174
1311,Rang De Basanti,Crime,2006,8.1,Rakeysh Omprakash Mehra,118374,2.2,8.0,76446,7.7,8019
1312,Salinui chueok,Crime,2003,8.1,Bong Joon Ho,175424,0.01,8.1,105989,7.9,13997
1313,Catch Me If You Can,Crime,2002,8.1,Steven Spielberg,946053,164.62,8.1,515847,8.1,122391
1314,Hera Pheri,Crime,2000,8.1,Priyadarshan,65520,76.86,8.0,38001,7.1,2486
1315,The Big Lebowski,Crime,1998,8.1,Joel Coen,794059,17.5,8.1,502736,7.8,76084
1316,Fargo,Crime,1996,8.1,Joel Coen,666764,24.61,8.1,412258,8.0,68326
1317,Eskiya,Crime,1996,8.1,Yavuz Turgul,69680,76.86,8.1,43521,8.3,6024
1318,La haine,Crime,1995,8.1,Mathieu Kassovitz,169516,0.31,8.0,106972,8.1,16549
1319,In the Name of the Father,Crime,1993,8.1,Jim Sheridan,172541,25.01,8.1,109791,8.2,18345
1320,Dom za vesanje,Crime,1988,8.1,Emir Kusturica,30558,0.28,8.0,19339,8.4,4794
1321,Paper Moon,Crime,1973,8.1,Peter Bogdanovich,47169,30.93,8.1,27821,8.2,6072
1322,Cool Hand Luke,Crime,1967,8.1,Stuart Rosenberg,175168,16.22,8.1,115031,8.0,15374
1323,Les quatre cents coups,Crime,1959,8.1,François Truffaut,116185,76.86,8.1,70836,8.1,13955
1324,Du rififi chez les hommes,Crime,1955,8.1,Jules Dassin,34104,0.06,8.1,24108,8.0,2855
1325,On the Waterfront,Crime,1954,8.1,Elia Kazan,153346,9.6,8.1,97122,8.0,14830
1326,Les diaboliques,Crime,1955,8.1,Henri-Georges Clouzot,65474,1.09,8.1,42242,8.1,7342
1327,White Heat,Crime,1949,8.1,Raoul Walsh,32695,76.86,8.1,22609,8.0,2903
1328,Contratiempo,Crime,2016,8.0,Oriol Paulo,171923,76.86,8.0,89600,8.2,24391
1329,Zootopia,Crime,2016,8.0,Byron Howard,485260,341.27,7.9,242546,8.2,74745
1330,Special Chabbis,Crime,2013,8.0,Neeraj Pandey,55787,1.08,7.9,34300,7.7,1828
1331,Tropa de Elite 2: O Inimigo Agora é Outro,Crime,2010,8.0,José Padilha,82678,0.1,8.0,65429,8.0,5009
1332,Slumdog Millionaire,Crime,2008,8.0,Danny Boyle,835836,141.32,8.0,506233,8.1,142819
1333,Tropa de Elite,Crime,2007,8.0,José Padilha,103251,0.01,8.0,79912,8.0,6625
1334,Sin City,Crime,2005,8.0,Frank Miller,761918,74.1,8.1,525926,7.7,84946
1335,Kill Bill: Vol. 2,Crime,2004,8.0,Quentin Tarantino,740570,66.21,8.0,459519,8.1,83700
1336,Mou gaan dou,Crime,2002,8.0,Andrew Lau,123887,0.17,8.0,86528,8.1,10432
1337,Dogville,Crime,2003,8.0,Lars von Trier,147539,1.53,8.0,89016,8.1,25980
1338,Pâfekuto burû,Crime,1997,8.0,Satoshi Kon,73069,0.78,7.9,39441,8.0,8271
1339,"Crna macka, beli macor",Crime,1998,8.0,Emir Kusturica,53512,0.35,8.0,35120,8.3,8361
1340,Chung Hing sam lam,Crime,1994,8.0,Kar-Wai Wong,78811,0.6,7.9,45102,8.1,11249
1341,Dog Day Afternoon,Crime,1975,8.0,Sidney Lumet,253577,50.0,8.0,174416,8.1,20168
1342,Papillon,Crime,1973,8.0,Franklin J. Schaffner,129596,53.27,8.0,91432,7.9,10279
1343,Butch Cassidy and the Sundance Kid,Crime,1969,8.0,George Roy Hill,213921,102.31,8.0,139265,8.0,19811
1344,Le Samouraï,Crime,1967,8.0,Jean-Pierre Melville,50856,0.04,8.0,35674,7.9,3812
1345,Touch of Evil,Crime,1958,8.0,Orson Welles,103785,2.24,8.0,68786,7.6,8529
1346,The Killing,Crime,1956,8.0,Stanley Kubrick,88900,76.86,8.0,62714,7.7,5942
1347,The Night of the Hunter,Crime,1955,8.0,Charles Laughton,88627,0.65,8.0,59695,8.1,9586
1348,Kind Hearts and Coronets,Crime,1949,8.0,Robert Hamer,37174,76.86,8.0,25316,8.0,4395
1349,Out of the Past,Crime,1947,8.0,Jacques Tourneur,36905,76.86,8.0,24873,7.9,3739
1350,Mildred Pierce,Crime,1945,8.0,Michael Curtiz,25726,76.86,7.9,14748,8.1,4901
1351,The Maltese Falcon,Crime,1941,8.0,John Huston,157232,2.11,8.0,100526,7.8,15788
1352,Knives Out,Crime,2019,7.9,Rian Johnson,595941,165.36,7.9,278308,7.8,68981
1353,Manbiki kazoku,Crime,2018,7.9,Hirokazu Koreeda,74502,3.31,7.9,41934,8.0,9469
1354,Baby,Crime,2015,7.9,Neeraj Pandey,57215,76.86,7.8,34199,7.5,1605
1355,Serbuan maut 2: Berandal,Crime,2014,7.9,Gareth Evans,122179,2.63,7.9,90468,7.7,4252
1356,The Batman,Crime,2022,7.9,Matt Reeves,521860,76.86,7.8,218981,7.7,31610
1357,In Bruges,Crime,2008,7.9,Martin McDonagh,416310,7.76,7.9,285998,7.8,46635
1358,Fantastic Mr. Fox,Crime,2009,7.9,Wes Anderson,226411,21.0,7.8,132801,7.8,33505
1359,Bin-jip,Crime,2004,7.9,Kim Ki-duk,54805,0.24,7.9,34756,8.2,9088
1360,Mystic River,Crime,2003,7.9,Clint Eastwood,450652,90.14,7.9,294914,7.9,56908
1361,Nueve reinas,Crime,2000,7.9,Fabián Bielinsky,52632,1.22,7.9,36017,7.9,5729
1362,Dancer in the Dark,Crime,2000,7.9,Lars von Trier,109075,4.18,7.9,62820,8.1,19702
1363,Knockin' on Heaven's Door,Crime,1997,7.9,Thomas Jahn,30275,0.0,7.8,19547,8.3,3680
1364,Kôkaku Kidôtai,Crime,1995,7.9,Mamoru Oshii,140950,0.52,7.9,92980,7.7,10427
1365,Once Were Warriors,Crime,1994,7.9,Lee Tamahori,34098,2.2,7.8,22282,8.2,3746
1366,True Romance,Crime,1993,7.9,Tony Scott,224088,12.28,7.9,148301,7.8,22319
1367,Carlito's Way,Crime,1993,7.9,Brian De Palma,215272,36.95,7.9,155508,7.7,12577
1368,Bound by Honor,Crime,1993,7.9,Taylor Hackford,31164,4.5,7.9,22545,7.9,1922
1369,The Untouchables,Crime,1987,7.9,Brian De Palma,304951,76.27,7.9,209795,7.8,20325
1370,The Blues Brothers,Crime,1980,7.9,John Landis,196793,57.23,7.9,126556,7.8,18599
1371,Le cercle rouge,Crime,1970,7.9,Jean-Pierre Melville,25219,0.37,7.9,18186,7.8,1559
1372,In Cold Blood,Crime,1967,7.9,Richard Brooks,26483,76.86,7.9,18343,7.9,2707
1373,Ascenseur pour l'échafaud,Crime,1958,7.9,Louis Malle,25238,0.11,7.9,16901,7.9,2710
1374,The Big Heat,Crime,1953,7.9,Fritz Lang,26602,76.86,7.9,18460,7.8,2469
1375,Strangers on a Train,Crime,1951,7.9,Alfred Hitchcock,132703,7.63,7.9,85650,8.0,17223
1376,Rope,Crime,1948,7.9,Alfred Hitchcock,141456,76.86,7.9,90600,8.0,16962
1377,The Big Sleep,Crime,1946,7.9,Howard Hawks,85026,6.54,7.9,55546,7.7,10608
1378,Arsenic and Old Lace,Crime,1943,7.9,Frank Capra,70299,76.86,7.9,40694,8.2,13761
1379,The Gentlemen,Crime,2019,7.8,Guy Ritchie,321945,76.86,7.7,169737,7.8,29228
1380,Badla,Crime,2019,7.8,Sujoy Ghosh,27435,1.86,7.6,14120,7.7,1437
1381,The Hateful Eight,Crime,2015,7.8,Quentin Tarantino,582305,54.12,7.8,344337,7.5,49571
1382,Loving Vincent,Crime,2017,7.8,Dorota Kobiela,57188,6.74,7.7,28437,8.1,10931
1383,Nightcrawler,Crime,2014,7.8,Dan Gilroy,528304,32.38,7.9,315974,7.6,53015
1384,La migliore offerta,Crime,2013,7.8,Giuseppe Tornatore,117739,0.09,7.7,69918,7.9,21276
1385,Bir Zamanlar Anadolu'da,Crime,2011,7.8,Nuri Bilge Ceylan,46076,0.14,7.8,30586,7.9,5025
1386,Ang-ma-reul bo-at-da,Crime,2010,7.8,Jee-woon Kim,127145,0.13,7.8,85254,7.6,11536
1387,The Girl with the Dragon Tattoo,Crime,2011,7.8,David Fincher,457282,102.52,7.8,286465,7.9,72895
1388,Captain Phillips,Crime,2013,7.8,Paul Greengrass,452999,107.1,7.8,296122,7.9,48913
1389,The Irishman,Crime,2019,7.8,Martin Scorsese,375027,7.0,7.8,210451,7.4,26672
1390,Un prophète,Crime,2009,7.8,Jacques Audiard,98127,2.08,7.8,74804,7.7,8091
1391,Madeo,Crime,2009,7.8,Bong Joon Ho,62674,0.55,7.7,40124,7.7,6516
1392,Chugyeokja,Crime,2008,7.8,Na Hong-jin,65350,76.86,7.8,45417,7.8,4915
1393,Män som hatar kvinnor,Crime,2009,7.8,Niels Arden Oplev,215996,10.1,7.8,143398,8.0,37243
1394,Taken,Crime,2008,7.8,Pierre Morel,595872,145.0,7.8,408688,7.7,67993
1395,Changeling,Crime,2008,7.8,Clint Eastwood,253491,35.74,7.8,155475,7.8,52329
1396,American Gangster,Crime,2007,7.8,Ridley Scott,420979,130.16,7.8,305853,7.6,29334
1397,Crash,Crime,2004,7.8,Paul Haggis,434215,54.58,7.8,288489,7.9,62093
1398,Lilja 4-ever,Crime,2002,7.8,Lukas Moodysson,45452,0.18,7.8,27659,8.0,8670
1399,Cowboy Bebop: Tengoku no tobira,Crime,2001,7.8,Shin'ichirô Watanabe,48247,1.0,7.8,32064,7.9,3666
1400,The Fugitive,Crime,1993,7.8,Andrew Davis,290389,183.88,7.8,189971,7.7,25604
1401,A Bronx Tale,Crime,1993,7.8,Robert De Niro,139491,17.27,7.8,96437,7.9,10592
1402,Batman: Mask of the Phantasm,Crime,1993,7.8,Kevin Altieri,50234,5.62,7.7,34481,7.6,2135
1403,Boyz n the Hood,Crime,1991,7.8,John Singleton,138623,57.5,7.7,93947,7.7,10035
1404,Dip huet seung hung,Crime,1989,7.8,John Woo,48218,76.86,7.7,34830,7.4,2246
1405,Mississippi Burning,Crime,1988,7.8,Alan Parker,99349,34.6,7.8,67283,7.9,9315
1406,The King of Comedy,Crime,1982,7.8,Martin Scorsese,101480,2.5,7.8,66830,7.5,6039
1407,The Day of the Jackal,Crime,1973,7.8,Fred Zinnemann,40717,16.06,7.8,29239,7.8,2324
1408,The Asphalt Jungle,Crime,1950,7.8,John Huston,26852,76.86,7.8,18487,7.6,2269
1409,Gaslight,Crime,1944,7.8,George Cukor,28469,76.86,7.7,16125,8.0,5521
1410,Wind River,Crime,2017,7.7,Taylor Sheridan,245150,33.8,7.7,145956,7.7,25766
1411,Udta Punjab,Crime,2016,7.7,Abhishek Chaubey,30221,76.86,7.7,17213,7.7,1508
1412,Ajeossi,Crime,2010,7.7,Jeong-beom Lee,68881,0.01,7.7,48239,7.9,5709
1413,This Is England,Crime,2006,7.7,Shane Meadows,121647,0.33,7.7,84356,7.8,16134
1414,Zodiac,Crime,2007,7.7,David Fincher,527540,33.08,7.7,315338,7.5,62332
1415,Lucky Number Slevin,Crime,2006,7.7,Paul McGuigan,311304,22.49,7.7,226589,7.8,30175
1416,Adams æbler,Crime,2005,7.7,Anders Thomas Jensen,50419,0.0,7.7,32616,7.9,7937
1417,3:10 to Yuma,Crime,2007,7.7,James Mangold,307615,53.61,7.7,222886,7.7,23572
1418,Man on Fire,Crime,2004,7.7,Tony Scott,358059,77.91,7.7,247373,7.8,33525
1419,21 Grams,Crime,2003,7.7,Alejandro G. Iñárritu,235160,16.29,7.6,156662,7.7,31748
1420,Road to Perdition,Crime,2002,7.7,Sam Mendes,264693,104.45,7.7,182548,7.6,21984
1421,Ocean's Eleven,Crime,2001,7.7,Steven Soderbergh,561357,183.42,7.7,345585,7.8,69551
1422,"O Brother, Where Art Thou?",Crime,2000,7.7,Joel Coen,308160,45.51,7.7,197970,7.7,33777
1423,Minority Report,Crime,2002,7.7,Steven Spielberg,542622,132.07,7.7,358359,7.6,53799
1424,Training Day,Crime,2001,7.7,Antoine Fuqua,427330,76.63,7.7,296651,7.4,28100
1425,Lola rennt,Crime,1998,7.7,Tom Tykwer,197666,7.27,7.6,126324,7.8,28584
1426,Hana-bi,Crime,1997,7.7,Takeshi Kitano,30465,0.23,7.7,21037,7.6,2024
1427,Donnie Brasco,Crime,1997,7.7,Mike Newell,303049,41.91,7.7,207955,7.6,25239
1428,Primal Fear,Crime,1996,7.7,Gregory Hoblit,209577,56.12,7.6,128481,7.8,29286
1429,Lat sau san taam,Crime,1992,7.7,John Woo,50218,76.86,7.7,37052,7.3,1888
1430,Glengarry Glen Ross,Crime,1992,7.7,James Foley,104239,10.73,7.7,74018,7.4,7142
1431,Miller's Crossing,Crime,1990,7.7,Joel Coen,134392,5.08,7.7,97326,7.5,8058
1432,Who Framed Roger Rabbit,Crime,1988,7.7,Robert Zemeckis,198301,156.45,7.7,121372,7.6,26915
1433,Down by Law,Crime,1986,7.7,Jim Jarmusch,51359,1.44,7.6,34315,7.9,5881
1434,Blue Velvet,Crime,1986,7.7,David Lynch,196180,8.55,7.7,122377,7.4,23398
1435,Serpico,Crime,1973,7.7,Sidney Lumet,121358,29.8,7.7,85237,7.7,7743
1436,Badlands,Crime,1973,7.7,Terrence Malick,72352,76.86,7.7,49428,7.6,6320
1437,The French Connection,Crime,1971,7.7,William Friedkin,121339,15.63,7.7,85043,7.3,6506
1438,Dirty Harry,Crime,1971,7.7,Don Siegel,154700,35.9,7.7,111517,7.4,8485
1439,Bonnie and Clyde,Crime,1967,7.7,Arthur Penn,111803,76.86,7.8,70839,7.7,14839
1440,À bout de souffle,Crime,1960,7.7,Jean-Luc Godard,80206,0.34,7.7,49590,7.7,11042
1441,Key Largo,Crime,1948,7.7,John Huston,40539,76.86,7.7,26252,7.8,4629
1442,Scarface,Crime,1932,7.7,Howard Hawks,27780,76.86,7.7,19219,7.6,2512
1443,Pushpa: The Rise - Part 1,Crime,2021,7.6,Sukumar,64038,76.86,7.3,14696,6.6,566
1444,Ölümlü Dünya,Crime,2018,7.6,Ali Atay,26444,76.86,7.6,13439,7.8,2978
1445,Ludo,Crime,2020,7.6,Anurag Basu,38522,76.86,7.4,14380,7.5,1247
1446,Just Mercy,Crime,2019,7.6,Destin Daniel Cretton,65491,76.86,7.5,34704,7.9,7849
1447,Victoria,Crime,2015,7.6,Sebastian Schipper,58306,76.86,7.6,36962,7.6,7459
1448,Baby Driver,Crime,2017,7.6,Edgar Wright,516862,107.83,7.5,281833,7.5,52583
1449,Sicario,Crime,2015,7.6,Denis Villeneuve,419530,46.89,7.7,267245,7.3,31977
1450,Highway,Crime,2014,7.6,Imtiaz Ali,28663,0.53,7.5,17338,7.9,2503
1451,Leviafan,Crime,2014,7.6,Andrey Zvyagintsev,53195,1.09,7.6,35558,7.6,6741
1452,Hell or High Water,Crime,2016,7.6,David Mackenzie,226745,26.86,7.6,146699,7.4,16589
1453,El cuerpo,Crime,2012,7.6,Oriol Paulo,64991,76.86,7.5,37138,7.7,9872
1454,Serbuan maut,Crime,2011,7.6,Gareth Evans,202716,4.11,7.6,153118,7.4,8695
1455,End of Watch,Crime,2012,7.6,David Ayer,245067,41.0,7.6,173077,7.6,20468
1456,Despicable Me,Crime,2010,7.6,Pierre Coffin,535455,251.51,7.5,292796,7.9,104748
1457,Kick-Ass,Crime,2010,7.6,Matthew Vaughn,555221,48.07,7.7,377281,7.4,63958
1458,Celda 211,Crime,2009,7.6,Daniel Monzón,67314,76.86,7.6,48938,7.8,6712
1459,Eastern Promises,Crime,2007,7.6,David Cronenberg,240845,17.11,7.6,173558,7.6,23755
1460,Death Note: Desu nôto,Crime,2006,7.6,Shûsuke Kaneko,30339,76.86,7.5,19795,7.8,4879
1461,Freedom Writers,Crime,2007,7.6,Richard LaGravenese,78089,36.61,7.4,41468,7.8,19367
1462,Inside Man,Crime,2006,7.6,Spike Lee,367954,88.51,7.6,258279,7.5,31937
1463,Gone Baby Gone,Crime,2007,7.6,Ben Affleck,269970,20.3,7.6,184310,7.5,32196
1464,Sophie Scholl - Die letzten Tage,Crime,2005,7.6,Marc Rothemund,27625,0.68,7.6,18235,7.7,4375
1465,Dead Man's Shoes,Crime,2004,7.6,Shane Meadows,53531,0.01,7.5,39985,7.6,3782
1466,Lord of War,Crime,2005,7.6,Andrew Niccol,313380,24.15,7.6,230320,7.4,21527
1467,Vera Drake,Crime,2004,7.6,Mike Leigh,25460,3.75,7.6,15308,7.7,4942
1468,Kontroll,Crime,2003,7.6,Nimród Antal,25568,0.24,7.5,17637,7.9,3280
1469,Traffic,Crime,2000,7.6,Steven Soderbergh,206218,124.12,7.6,141118,7.4,17734
1470,American Psycho,Crime,2000,7.6,Mary Harron,577945,15.07,7.6,335189,7.5,70410
1471,Do lok tin si,Crime,1995,7.6,Kar-Wai Wong,37841,76.86,7.5,21378,7.6,4907
1472,Falling Down,Crime,1993,7.6,Joel Schumacher,187405,40.9,7.6,133214,7.4,12264
1473,Baazigar,Crime,1993,7.6,Abbas Alibhai Burmawalla,27938,76.86,7.5,19104,7.3,1655
1474,My Cousin Vinny,Crime,1992,7.6,Jonathan Lynn,122458,52.93,7.6,79430,7.7,13443
1475,Delicatessen,Crime,1991,7.6,Marc Caro,84991,1.79,7.5,54644,7.6,11653
1476,The Godfather Part III,Crime,1990,7.6,Francis Ford Coppola,389631,66.67,7.6,254937,7.6,30969
1477,The Naked Gun: From the Files of Police Squad!,Crime,1988,7.6,David Zucker,166747,78.76,7.6,115156,7.1,11274
1478,RoboCop,Crime,1987,7.6,Paul Verhoeven,254024,53.42,7.6,179917,7.1,13913
1479,Lethal Weapon,Crime,1987,7.6,Richard Donner,255321,65.21,7.6,178036,7.4,19472
1480,After Hours,Crime,1985,7.6,Martin Scorsese,68340,10.6,7.6,45462,7.5,5309
1481,Blood Simple,Crime,1984,7.6,Joel Coen,95900,2.15,7.6,67092,7.4,6246
1482,Escape from Alcatraz,Crime,1979,7.6,Don Siegel,132028,43.0,7.6,93511,7.5,8202
1483,The Taking of Pelham One Two Three,Crime,1974,7.6,Joseph Sargent,30419,2.49,7.6,21857,7.6,1680
1484,Enter the Dragon,Crime,1973,7.6,Robert Clouse,103645,25.0,7.6,76703,7.4,4613
1485,West Side Story,Crime,1961,7.6,Jerome Robbins,113057,43.66,7.5,56939,7.6,24322
1486,The Ladykillers,Crime,1955,7.6,Alexander Mackendrick,29177,76.86,7.6,19590,7.7,3057
1487,The 39 Steps,Crime,1935,7.6,Alfred Hitchcock,56564,76.86,7.6,36534,7.5,6289
1488,Promising Young Woman,Crime,2020,7.5,Emerald Fennell,163026,76.86,7.4,76164,7.9,26438
1489,BlacKkKlansman,Crime,2018,7.5,Spike Lee,257407,49.28,7.4,142510,7.7,30203
1490,Den skyldige,Crime,2018,7.5,Gustav Möller,57718,0.21,7.5,35664,7.6,6114
1491,Richard Jewell,Crime,2019,7.5,Clint Eastwood,84412,76.86,7.5,50556,7.5,7704
1492,Who Am I - Kein System ist sicher,Crime,2014,7.5,Baran bo Odar,56270,76.86,7.4,33990,7.6,4468
1493,Fruitvale Station,Crime,2013,7.5,Ryan Coogler,80867,16.1,7.4,54206,7.6,9519
1494,Delhi Belly,Crime,2011,7.5,Abhinay Deo,29890,1.53,7.5,21674,7.1,1420
1495,Waar,Crime,2013,7.5,Bilal Lashari,29718,76.86,7.4,21678,7.8,1670
1496,Hodejegerne,Crime,2011,7.5,Morten Tyldum,101730,1.2,7.5,74721,7.5,11305
1497,L'instinct de mort,Crime,2008,7.5,Jean-François Richet,33654,0.55,7.5,26052,7.4,2321
1498,Sin nombre,Crime,2009,7.5,Cary Joji Fukunaga,32726,2.53,7.5,23929,7.6,3861
1499,Milk,Crime,2008,7.5,Gus Van Sant,172005,31.84,7.5,107529,7.8,34176
1500,Hababam Sinifi,Drama,1975,9.3,Ertem Egilmez,40272,76.86,9.2,26198,9.4,3252
1501,The Shawshank Redemption,Drama,1994,9.3,Frank Darabont,2601939,28.34,9.3,1464050,9.3,292174
1502,The Godfather,Drama,1972,9.2,Francis Ford Coppola,1797395,134.97,9.2,1062305,8.9,164294
1503,The Dark Knight,Drama,2008,9.0,Christopher Nolan,2573389,534.86,9.0,1480017,8.7,265210
1504,The Lord of the Rings: The Return of the King,Drama,2003,9.0,Peter Jackson,1786892,377.85,9.0,1030142,8.9,218645
1505,Schindler's List,Drama,1993,9.0,Steven Spielberg,1323155,96.9,9.0,752026,9.0,169594
1506,The Godfather Part II,Drama,1974,9.0,Francis Ford Coppola,1238306,57.3,9.0,753213,8.8,104523
